type,cost,country,carrier,units,2030,2040,2050
links,capital,LT,residential urban decentral resistive heater,Euro,1586651.1837162531,1821322.3416611864,2207136.4617164093
links,capital,LT,services rural biomass boiler,Euro,20719035.40798591,20719435.84581955,20719133.861603595
links,capital,LT,services rural gas boiler,Euro,5449562.419997929,5449688.899689481,5449581.519641124
links,capital,LT,services rural ground heat pump,Euro,892.4665007733634,13192980.52429342,34964433.45620245
links,capital,LT,services rural oil boiler,Euro,4460223.445017389,4460248.782614344,4460233.85398886
links,capital,LT,services rural resistive heater,Euro,918250.513001462,1060131.6333627063,1060153.8114258666
links,capital,LT,services urban decentral air heat pump,Euro,462.49039093670814,360.48171462112873,3398656.491752301
links,capital,LT,services urban decentral biomass boiler,Euro,9285596.977860304,11164413.21002904,12728440.230229456
links,capital,LT,services urban decentral gas boiler,Euro,5394021.673796014,5394289.1967312405,5394047.532597795
links,capital,LT,services urban decentral oil boiler,Euro,4639140.272069034,4639166.190019225,4639150.991509847
links,capital,LT,services urban decentral resistive heater,Euro,695013.2596369288,695110.5700268685,695112.0563855253
links,capital,LT,solid biomass for industry CC,Euro,154.07710025457905,128.34683288441215,23948554.32728702
links,capital,LT,urban central air heat pump,Euro,238.21328464265173,140.2578826606704,15360619.99326939
links,capital,LT,urban central gas boiler,Euro,12119181.694902925,12119210.607312212,12119192.784085924
links,capital,LT,urban central resistive heater,Euro,74.42653787108581,2920447.912010398,6133176.729287661
links,capital,LT,urban central solid biomass CHP,Euro,57726269.32513058,70762730.59033623,79984597.82062964
links,capital,LT,urban central solid biomass CHP CC,Euro,289.2355694540308,270.75230176349845,46001260.390739985
links,capital,LU,SMR,Euro,2667952.3703927025,4156305.837642476,4156318.9254208463
links,capital,LU,biogas to gas,Euro,64.80437458328065,31.084054398074574,2398506.2762961327
links,capital,LU,electricity distribution grid,Euro,53439102.5090286,59257639.20539373,72841593.18597816
links,capital,LU,methanolisation,Euro,786.204710810556,1019.4399105893096,347.0004025652265
links,capital,LU,process emissions CC,Euro,225.59989862258047,915.1427021262036,15467820.71778795
links,capital,LU,residential rural gas boiler,Euro,5741074.982777606,2740417.893073177,2740446.2411904447
links,capital,LU,residential rural ground heat pump,Euro,320.3264155360151,1059819.1449134997,3427497.188312966
links,capital,LU,residential rural oil boiler,Euro,2394594.7184966067,368673.2592885011,368684.1197648934
links,capital,LU,residential rural resistive heater,Euro,143.66311129266435,125003.462053668,125047.9999090438
links,capital,LU,residential urban decentral air heat pump,Euro,6349365.051036134,6350611.644414457,11211419.85006432
links,capital,LU,residential urban decentral gas boiler,Euro,19576695.86126979,24037929.97088273,24037954.376619343
links,capital,LU,residential urban decentral oil boiler,Euro,10821615.829803135,8427106.503942003,8427091.609350791
links,capital,LU,residential urban decentral resistive heater,Euro,515234.7217998832,643909.347773738,909853.039305083
links,capital,LU,services rural gas boiler,Euro,3484338.690496713,1808662.2801724751,1808690.9324489208
links,capital,LU,services rural ground heat pump,Euro,314.3505606491069,6507342.030063069,8262733.333094641
links,capital,LU,services rural oil boiler,Euro,1453318.747438815,227464.29300995576,227476.86168435903
links,capital,LU,services rural resistive heater,Euro,140.15796061541846,112063.79308731818,112090.34092721425
links,capital,LU,services urban decentral air heat pump,Euro,3097954.8417531303,4175635.296260106,6645195.190800294
links,capital,LU,services urban decentral gas boiler,Euro,12869266.245317148,15522572.772550374,15522594.501719365
links,capital,LU,services urban decentral oil boiler,Euro,5818001.7207703255,4364771.526067158,4364753.211019624
links,capital,LU,services urban decentral resistive heater,Euro,654619.2341158802,654681.3005469622,654766.3081229948
links,capital,LU,urban central air heat pump,Euro,3971331.937128424,12433347.78383354,47642585.05885676
links,capital,LU,urban central gas boiler,Euro,3143590.8008588385,4276138.273921668,4739125.677291498
links,capital,LU,urban central oil boiler,Euro,1453258.872401873,934237.8465440612,0.0
links,capital,LU,urban central resistive heater,Euro,122.52879510571395,281747.0856950405,1349141.4927755983
links,capital,LV,BioSNG,Euro,279.2433221330612,138.0522273102847,14662926.518396642
links,capital,LV,CCGT,Euro,115380963.44248755,115380901.3414275,98609787.6994436
links,capital,LV,SMR,Euro,2892977.553668725,5187895.672055281,5187909.270023478
links,capital,LV,biogas to gas,Euro,74.72043966068158,38.97634893913342,11581316.603335977
links,capital,LV,electricity distribution grid,Euro,57179903.3239156,61564945.017269015,64832622.98690951
links,capital,LV,methanolisation,Euro,960.3933283223156,2129.0840559095664,1783.8256456113693
links,capital,LV,process emissions CC,Euro,193.59606921358977,1573.050361085703,15943747.080503764
links,capital,LV,residential rural biomass boiler,Euro,58728976.76324718,71197885.48710686,74602474.40012257
links,capital,LV,residential rural gas boiler,Euro,13572970.557365216,88.60440360287446,21.789981906966357
links,capital,LV,residential rural oil boiler,Euro,12679956.249710962,11161505.712622704,11161477.89484044
links,capital,LV,residential rural resistive heater,Euro,954850.6050979666,2027167.2198555549,2976404.5462850146
links,capital,LV,residential urban decentral biomass boiler,Euro,58473820.08958559,64845880.715037376,64846058.56312568
links,capital,LV,residential urban decentral gas boiler,Euro,13572970.95631924,86.32813640468639,18.194680390490905
links,capital,LV,residential urban decentral oil boiler,Euro,12629060.25151617,11110606.22095742,11110581.5881853
links,capital,LV,residential urban decentral resistive heater,Euro,953715.688096758,1599585.6003342075,2275629.878683658
links,capital,LV,services rural biomass boiler,Euro,31170892.128896236,35439219.430101044,36177070.98751107
links,capital,LV,services rural gas boiler,Euro,4293829.368104577,93.19080935172715,21.866839539347676
links,capital,LV,services rural oil boiler,Euro,3427722.4076490635,3084655.160463517,3084615.9633110533
links,capital,LV,services rural resistive heater,Euro,687443.467551711,1286505.8140560514,1735074.10478136
links,capital,LV,services urban decentral biomass boiler,Euro,18785317.526946276,21059862.170278072,21060015.83117278
links,capital,LV,services urban decentral gas boiler,Euro,4293832.905643444,95.05651412603048,17.97005984843861
links,capital,LV,services urban decentral oil boiler,Euro,3476230.407510507,3133158.235429569,3133123.141915134
links,capital,LV,services urban decentral resistive heater,Euro,653577.5205718358,653703.3351278737,654055.7187223572
links,capital,LV,solid biomass for industry CC,Euro,191.95627211154704,160.68530157364273,37134933.380369715
links,capital,LV,urban central gas boiler,Euro,4875488.1628535325,4648121.73995205,4238164.633996877
links,capital,LV,urban central oil boiler,Euro,343117.7141058753,171558.85705293764,0.0
links,capital,LV,urban central resistive heater,Euro,54.98348595770769,1043569.954022962,4729803.255058905
links,capital,LV,urban central solid biomass CHP,Euro,92403705.05692063,96006915.10851152,96007771.74731636
links,capital,LV,urban central solid biomass CHP CC,Euro,249.7710225739581,249.22666506661488,43796857.72495701
links,capital,ME,H2 Electrolysis,Euro,105.3768958606556,143.45592069931587,53830527.87098118
links,capital,ME,SMR,Euro,1227.7045099238026,1723.5410265485186,13.355834506595468
links,capital,ME,biogas to gas,Euro,61.949281088340015,26.93789783284475,424632.9846345726
links,capital,ME,electricity distribution grid,Euro,21807169.160570204,21807214.076235753,21807426.18890265
links,capital,ME,home battery charger,Euro,163.72048503573686,1340013.321204292,5821803.744885682
links,capital,ME,lignite,Euro,72613586.40497887,72613586.40497887,72613586.40497887
links,capital,ME,methanolisation,Euro,802.5454690306408,1324.9279017873969,3876.817604669625
links,capital,ME,process emissions CC,Euro,162.28989779747425,1092.1752949034808,3569479.1785882437
links,capital,ME,residential rural gas boiler,Euro,6340362.991233533,8245581.010316223,8245633.432526326
links,capital,ME,residential rural ground heat pump,Euro,6726401.747381225,7674983.506157965,17457023.43869819
links,capital,ME,residential rural oil boiler,Euro,3380461.8650618154,3380487.8317900575,3380473.0013202694
links,capital,ME,residential rural resistive heater,Euro,594959.5022150023,595380.7775648052,748202.6018063052
links,capital,ME,residential urban decentral air heat pump,Euro,3431294.413649473,1098707.0479934984,3121991.8441999224
links,capital,ME,residential urban decentral gas boiler,Euro,5393866.52478309,6031157.9229615275,5393894.48824414
links,capital,ME,residential urban decentral oil boiler,Euro,2732478.931874156,2732504.8433195115,2732489.5779540697
links,capital,ME,residential urban decentral resistive heater,Euro,465751.9360136835,520425.7311951465,465797.41399773053
links,capital,ME,services rural gas boiler,Euro,231407.68111256335,411715.2693241098,265125.7101105722
links,capital,ME,services rural ground heat pump,Euro,150801.6684059293,156523.85751835216,647615.6978327729
links,capital,ME,services rural oil boiler,Euro,120419.02945402596,42670.39296248433,29025.1800673661
links,capital,ME,services rural resistive heater,Euro,30117.458359022872,32546.025484992537,29920.977143429347
links,capital,ME,services urban decentral air heat pump,Euro,72511.64611017646,1100.075107415645,138433.76534492447
links,capital,ME,services urban decentral gas boiler,Euro,194128.75316414135,282586.3931931115,129227.58714990065
links,capital,ME,services urban decentral oil boiler,Euro,96969.1180879152,24319.56163637743,11885.38581074879
links,capital,ME,services urban decentral resistive heater,Euro,24216.62850607686,20945.551600939823,12837.810088860251
links,capital,ME,solid biomass for industry CC,Euro,104.9039775999263,66.02274013858518,2811399.050049702
links,capital,ME,urban central air heat pump,Euro,442705.4284946844,686.8970072639687,3516147.3060201565
links,capital,ME,urban central gas boiler,Euro,355780.1157827532,651140.2019720457,747298.8083762061
links,capital,ME,urban central resistive heater,Euro,163.51572108355998,1122195.0571980488,1122217.3431384529
links,capital,MK,H2 Electrolysis,Euro,111.2169974064304,206.37774473610148,378603883.66428846
links,capital,MK,Haber-Bosch,Euro,248.5008742558252,49.81217118543081,25200803.780274797
links,capital,MK,SMR,Euro,2989.152225633128,3987257.404088299,3987270.728605984
links,capital,MK,biogas to gas,Euro,63.371421168232544,28.39430281304889,1029744.9722771012
links,capital,MK,electricity distribution grid,Euro,47193823.157124594,47193871.90753629,47193977.38172185
links,capital,MK,home battery charger,Euro,160.01749662290766,14636513.874673104,24822234.89911771
links,capital,MK,methanolisation,Euro,930.147239538702,2253.2197068359537,5856206.839716034
links,capital,MK,process emissions CC,Euro,162.91305530794003,1872.698227019436,1427786.0892352175
links,capital,MK,residential rural biomass boiler,Euro,3723900.08251678,3730704.471185086,6832022.3213351825
links,capital,MK,residential rural gas boiler,Euro,5202664.144128776,11175636.970438823,11175683.341528146
links,capital,MK,residential rural ground heat pump,Euro,11898563.303490242,11918012.300611991,23952805.913188912
links,capital,MK,residential rural oil boiler,Euro,6632859.654883441,6632885.689603385,6632870.737047786
links,capital,MK,residential rural resistive heater,Euro,1384034.5678643242,1384076.5931106566,1384119.2537603893
links,capital,MK,residential urban decentral air heat pump,Euro,3624253.2503761905,1697591.7415102394,5327829.597506174
links,capital,MK,residential urban decentral biomass boiler,Euro,2086925.771408759,2466953.747005935,3218556.8658855464
links,capital,MK,residential urban decentral gas boiler,Euro,2470306.30092703,4985802.348216672,4985847.548174219
links,capital,MK,residential urban decentral oil boiler,Euro,3146009.717406143,3146035.3559039067,3146020.765365425
links,capital,MK,residential urban decentral resistive heater,Euro,644611.7734306898,644706.0546834283,644661.1332257511
links,capital,MK,services rural biomass boiler,Euro,1216349.222538916,1221899.8049587184,2215667.598772062
links,capital,MK,services rural gas boiler,Euro,1925452.0150906865,4087070.696991288,4087117.8745042137
links,capital,MK,services rural ground heat pump,Euro,2859257.4963460886,2809050.960762034,7228254.833398095
links,capital,MK,services rural oil boiler,Euro,2175582.18675793,2175609.259500882,2175593.1967942063
links,capital,MK,services rural resistive heater,Euro,769140.2502225288,769169.4132894552,769158.6092349893
links,capital,MK,services urban decentral air heat pump,Euro,816679.5337212834,719.9541686076094,1302476.4609808049
links,capital,MK,services urban decentral biomass boiler,Euro,686279.2012228196,711180.806389875,952901.930961313
links,capital,MK,services urban decentral gas boiler,Euro,918003.5062202198,1900550.1798100555,1900598.0636711
links,capital,MK,services urban decentral oil boiler,Euro,1021089.5890646636,1021116.3605657136,1021100.6282529152
links,capital,MK,services urban decentral resistive heater,Euro,351912.8041714419,351953.9867905151,351934.3543986666
links,capital,MK,solid biomass for industry CC,Euro,112.55661337502453,80.72837488256218,3102560.3651311514
links,capital,MK,urban central gas boiler,Euro,2191596.069561516,2191632.509943816,2191607.255858637
links,capital,MK,urban central resistive heater,Euro,111.2419489231696,1287748.016837889,1287763.2508910242
links,capital,MK,urban central solid biomass CHP,Euro,4852628.167161135,6143454.201465179,6217436.611001692
links,capital,NL,CCGT,Euro,1082064566.6787128,898007069.2239088,630306461.3851646
links,capital,NL,SMR,Euro,23482565.232937284,63576237.4547072,63576250.649065726
links,capital,NL,biogas to gas,Euro,75.81132564961976,39.45502454620726,71237324.06901668
links,capital,NL,coal,Euro,743329710.5549246,552962523.1401983,552962489.2367277
links,capital,NL,electricity distribution grid,Euro,957746180.496272,1144214427.1739683,1354386329.7749665
links,capital,NL,methanolisation,Euro,867.8001263357382,1997.878137439873,435.8577570849586
links,capital,NL,nuclear,Euro,324861568.2644019,324861490.4714544,88.18266302947076
links,capital,NL,process emissions CC,Euro,379.4861855650764,1738.039038962988,151584840.3086712
links,capital,NL,residential rural gas boiler,Euro,631901944.143925,64838113.81988634,64838142.96538229
links,capital,NL,residential rural ground heat pump,Euro,79784404.64756188,53640437.41878295,114266627.4741893
links,capital,NL,residential rural oil boiler,Euro,58.40476238702459,15804992.472213708,15805003.21219838
links,capital,NL,residential rural resistive heater,Euro,86.29120909621034,2674529.2555577247,3818955.220075205
links,capital,NL,residential urban decentral air heat pump,Euro,112291354.1743604,268408582.39758983,279373303.0868755
links,capital,NL,residential urban decentral gas boiler,Euro,631902014.0399117,515015646.7539322,515015668.06767625
links,capital,NL,residential urban decentral oil boiler,Euro,87428258.30262004,116327074.81172928,116327085.1625725
links,capital,NL,residential urban decentral resistive heater,Euro,16183621.213943176,19762051.173970327,21603323.864312407
links,capital,NL,services rural gas boiler,Euro,318760255.19156456,76355215.4288177,76355246.35360388
links,capital,NL,services rural ground heat pump,Euro,40247149.2416943,965499211.0178006,1049671258.5469356
links,capital,NL,services rural oil boiler,Euro,59.62199318991067,9157496.779971628,9157507.646449693
links,capital,NL,services rural resistive heater,Euro,280.0679729044593,3814985.3306941185,6808784.569081935
links,capital,NL,services urban decentral air heat pump,Euro,56645049.84266859,108047457.4531359,119867265.74503589
links,capital,NL,services urban decentral gas boiler,Euro,318760303.528033,276743988.9202916,276744009.2587204
links,capital,NL,services urban decentral oil boiler,Euro,42331361.52722617,56893605.084422424,56893615.339304805
links,capital,NL,services urban decentral resistive heater,Euro,13573638.578778392,13573790.904519036,13573901.631226066
links,capital,NL,urban central air heat pump,Euro,213879082.3585474,321426150.0631747,1066748675.8586544
links,capital,NL,urban central gas boiler,Euro,51178489.51633778,78668790.94412385,83496682.90917373
links,capital,NL,urban central resistive heater,Euro,255.34267673224895,14039192.97376722,33880314.81412496
links,capital,NO,CCGT,Euro,67721348.77831708,67721282.66340536,67721258.21661198
links,capital,NO,Fischer-Tropsch,Euro,45.5197068740074,20.47596134984121,210986483.43041667
links,capital,NO,SMR,Euro,9511842.22879589,21955294.2705009,21955307.45646316
links,capital,NO,biogas to gas,Euro,62.74282685515175,27.632189458427252,708371.0185624292
links,capital,NO,electricity distribution grid,Euro,1010792063.97279,1010792110.7801572,1010792096.522286
links,capital,NO,methanolisation,Euro,1010.3353292844528,1107.1477233569408,751.7896121381635
links,capital,NO,process emissions CC,Euro,309.5339723295799,682.8371115301851,163245205.56219858
links,capital,NO,residential rural biomass boiler,Euro,27381746.289826237,27381871.149833277,27381791.66733871
links,capital,NO,residential rural gas boiler,Euro,4218878.31139337,14240427.497962888,14240444.772018876
links,capital,NO,residential rural ground heat pump,Euro,20832734.722824648,2744.3211623795087,52313049.79777125
links,capital,NO,residential rural oil boiler,Euro,4906040.63785877,4906066.001592669,4906050.740996579
links,capital,NO,residential rural resistive heater,Euro,1383936.6656287287,2188419.4811160904,2188444.583924942
links,capital,NO,residential urban decentral air heat pump,Euro,166831546.83647513,179.2895231112011,42005154.848682925
links,capital,NO,residential urban decentral biomass boiler,Euro,47333940.86464839,47334068.41951624,47333985.047818184
links,capital,NO,residential urban decentral gas boiler,Euro,18232104.757452697,53996787.48674859,53996803.793338366
links,capital,NO,residential urban decentral oil boiler,Euro,19103957.902680036,19103982.95891768,19103967.83573842
links,capital,NO,residential urban decentral resistive heater,Euro,4799100.666816073,5987708.432288629,5987748.313121639
links,capital,NO,services rural biomass boiler,Euro,21325090.668681152,21325217.749963537,21325136.095832784
links,capital,NO,services rural gas boiler,Euro,3559296.1163605037,6197154.13288633,6197171.373691874
links,capital,NO,services rural ground heat pump,Euro,356.0578453529158,2382.009686826464,26974026.172997188
links,capital,NO,services rural oil boiler,Euro,3071061.3091663844,3071089.4394529336,3071071.422866859
links,capital,NO,services rural resistive heater,Euro,1222300.4334638997,1337608.443524763,1337641.5699893166
links,capital,NO,services urban decentral air heat pump,Euro,103280235.41615392,154.35150063132645,17033599.980263747
links,capital,NO,services urban decentral biomass boiler,Euro,28176723.848869417,28176851.379947267,28176769.896194875
links,capital,NO,services urban decentral gas boiler,Euro,15171613.699061532,34968203.940381154,34968220.76348505
links,capital,NO,services urban decentral oil boiler,Euro,12118774.033172224,12118799.312900595,12118784.023595167
links,capital,NO,services urban decentral resistive heater,Euro,4314475.997817154,4314532.492625228,4314509.729167775
links,capital,NO,solid biomass for industry CC,Euro,194.08732691338,107.68011993656518,89783097.04186401
links,capital,NO,urban central air heat pump,Euro,270111545.97403574,11969337.172948288,74863756.59848017
links,capital,NO,urban central gas boiler,Euro,3726311.892500092,9985833.950374074,9985912.237853631
links,capital,NO,urban central resistive heater,Euro,56.013684915894046,15931065.608292049,15931091.725199506
links,capital,NO,urban central solid biomass CHP,Euro,589.9733866112251,26193255.65428082,28329701.55483524
links,capital,PL,CCGT,Euro,438485363.4629655,438485302.3344803,341955972.26553506
links,capital,PL,Fischer-Tropsch,Euro,46.90966237182701,20.069573997317303,1099.8542614784094
links,capital,PL,H2 Electrolysis,Euro,118.07857979735245,128.21194499452673,747559704.1950085
links,capital,PL,SMR,Euro,44720548.50145385,108027857.3082394,108027870.58197024
links,capital,PL,biogas to gas,Euro,75.85205391272974,39.579396478654814,116188313.0081824
links,capital,PL,coal,Euro,3000753159.5501065,3000753033.565903,1817573324.4938743
links,capital,PL,electricity distribution grid,Euro,1082071861.2671063,1168361228.891689,1341501430.238423
links,capital,PL,home battery charger,Euro,153.48241433355912,67.5398172464799,7532926.693588508
links,capital,PL,lignite,Euro,2103534916.389566,2103534916.389566,480217851.42492694
links,capital,PL,methanolisation,Euro,1200.4571017090918,2179.2049845460506,1258.4824383515763
links,capital,PL,oil,Euro,3282820.5819769967,3282782.2247059587,9.867159446431124
links,capital,PL,process emissions CC,Euro,343.34104704113633,1536.3838294417787,245343757.1135498
links,capital,PL,residential rural biomass boiler,Euro,11428527.749653284,11429108.572535029,11428832.627446435
links,capital,PL,residential rural gas boiler,Euro,460983478.313132,807747997.3788776,807748036.2278625
links,capital,PL,residential rural ground heat pump,Euro,394903220.1321602,411906074.35734034,993072835.2769604
links,capital,PL,residential rural oil boiler,Euro,278703842.5604873,183777129.71734712,183777140.945502
links,capital,PL,residential rural resistive heater,Euro,24889093.8053266,20128304.315449372,30691779.658689328
links,capital,PL,residential urban decentral air heat pump,Euro,1273.9548313547375,173959404.67643672,236252813.8338222
links,capital,PL,residential urban decentral biomass boiler,Euro,162934979.41068232,162935557.45229518,162935122.24634472
links,capital,PL,residential urban decentral gas boiler,Euro,398024553.1890217,556250280.618794,556250309.5213919
links,capital,PL,residential urban decentral oil boiler,Euro,250558539.42837465,146445752.5682083,146445763.40106156
links,capital,PL,residential urban decentral resistive heater,Euro,26216468.48433355,16793162.06836259,19646824.976847146
links,capital,PL,services rural biomass boiler,Euro,24578927.526943374,24579519.83342935,24579124.897976696
links,capital,PL,services rural gas boiler,Euro,200595405.5683301,339747242.80629456,339747276.9278306
links,capital,PL,services rural ground heat pump,Euro,1055322929.176599,1100767194.930089,1358279186.825717
links,capital,PL,services rural oil boiler,Euro,96647879.1992398,58457226.68864468,58457237.90936722
links,capital,PL,services rural resistive heater,Euro,16413247.72556211,13308422.461026508,14919384.553288046
links,capital,PL,services urban decentral air heat pump,Euro,1224.3921143267953,2217058.6428849557,49132003.899350375
links,capital,PL,services urban decentral biomass boiler,Euro,36217493.50625522,36218079.72072911,36217592.224814184
links,capital,PL,services urban decentral gas boiler,Euro,154337516.53006998,227882543.20767185,227882567.2764223
links,capital,PL,services urban decentral oil boiler,Euro,79429471.1439892,43219320.869600974,43219331.36022581
links,capital,PL,services urban decentral resistive heater,Euro,14089359.861952577,10202254.921138592,10202177.062402789
links,capital,PL,solid biomass for industry CC,Euro,200.0981379659128,124.83184098865222,351861280.9581514
links,capital,PL,urban central air heat pump,Euro,704.1227953764612,7166905.547169135,595324347.8255651
links,capital,PL,urban central gas boiler,Euro,113364874.49968076,113261217.83268358,110973009.41239564
links,capital,PL,urban central oil boiler,Euro,42029470.64410406,27018945.414066896,0.0
links,capital,PL,urban central resistive heater,Euro,2776330.318041016,63002992.768506855,63003028.69075617
links,capital,PL,urban central solid biomass CHP,Euro,315550521.3038056,473703909.88294303,733701286.4332328
links,capital,PT,CCGT,Euro,442523387.4842535,442523326.5287821,112302639.48206475
links,capital,PT,H2 Electrolysis,Euro,129.10233724763933,115634390.42366444,644457162.9209378
links,capital,PT,Haber-Bosch,Euro,127862072.18344244,127862112.83508272,127862088.15363532
links,capital,PT,SMR,Euro,346970293.1409908,346970457.42138463,346970306.03539515
links,capital,PT,SMR CC,Euro,1057.093779356201,1545.5840885733094,13.753806143172875
links,capital,PT,biogas to gas,Euro,75.83762136073497,39.40068246731698,32806377.97130338
links,capital,PT,electricity distribution grid,Euro,364824837.8196192,409435493.6309199,544690752.0032117
links,capital,PT,home battery charger,Euro,194.5247990073581,55205034.17697017,128616336.56383714
links,capital,PT,methanolisation,Euro,1654.75405717779,115170196.96807791,336266181.95613885
links,capital,PT,process emissions CC,Euro,414.27863170543515,105577837.71168096,105577959.28987151
links,capital,PT,residential rural biomass boiler,Euro,11446046.360744547,15809516.864425942,15809556.912913945
links,capital,PT,residential rural gas boiler,Euro,34227619.91295118,12453672.04450417,12453695.670912445
links,capital,PT,residential rural ground heat pump,Euro,755.822938651528,73475347.51871172,99962045.94790132
links,capital,PT,residential rural oil boiler,Euro,611633.743985847,1736033.21180041,1736047.345680743
links,capital,PT,residential rural resistive heater,Euro,34088249.220421955,5630559.980548624,5630587.106048663
links,capital,PT,residential urban decentral air heat pump,Euro,89742758.51919693,62985506.40954585,62985570.93193441
links,capital,PT,residential urban decentral biomass boiler,Euro,338.6997808342749,18230243.007698774,18230270.578880817
links,capital,PT,residential urban decentral gas boiler,Euro,34227625.97658926,16922319.534449883,16922334.927966077
links,capital,PT,residential urban decentral oil boiler,Euro,611683.9958127147,2944437.827377133,2944447.780379014
links,capital,PT,residential urban decentral resistive heater,Euro,34088248.44115034,3719345.929307632,3719359.541871418
links,capital,PT,services rural biomass boiler,Euro,35997529.10139714,35998514.310594454,35997568.96588953
links,capital,PT,services rural gas boiler,Euro,21707648.309630897,2474.009533965817,22.942093493904956
links,capital,PT,services rural ground heat pump,Euro,622.2221044832231,81095823.9893831,104251401.83543916
links,capital,PT,services rural oil boiler,Euro,238.9879654253531,2470289.4586348,2470302.1287648007
links,capital,PT,services rural resistive heater,Euro,21619220.205477063,3391884.717274883,3391910.8660118817
links,capital,PT,services urban decentral air heat pump,Euro,56916067.907978304,21429098.907600302,21429242.6039183
links,capital,PT,services urban decentral biomass boiler,Euro,1330.7734202916622,15989603.016248971,15989633.748524064
links,capital,PT,services urban decentral gas boiler,Euro,21707668.818789244,17562030.163747244,17562046.930257663
links,capital,PT,services urban decentral oil boiler,Euro,1418130.269736673,3035106.589879384,3035116.7154959952
links,capital,PT,services urban decentral resistive heater,Euro,21619218.910387114,3700804.902692845,3700819.7899053255
links,capital,PT,solid biomass for industry CC,Euro,245.7852080840641,733.8308480821253,171034031.8389601
links,capital,PT,urban central air heat pump,Euro,146658580.64031357,30622789.326881748,92434548.8106438
links,capital,PT,urban central gas boiler,Euro,3222220.424746014,5526182.196595292,3454816.988414282
links,capital,PT,urban central resistive heater,Euro,15440392.91990266,8408882.1625357,8408896.328216376
links,capital,RO,CCGT,Euro,107058065.94965184,16028109.736786596,16028083.853487251
links,capital,RO,H2 Electrolysis,Euro,105.60848765694632,134.10724977121487,306908854.1850409
links,capital,RO,Haber-Bosch,Euro,762950.4254560547,762990.705759783,763013.8289339357
links,capital,RO,SMR,Euro,12731045.185137022,30082549.651826497,30082563.894849937
links,capital,RO,SMR CC,Euro,1070.8626168799397,318.9066171174605,16.004799648131204
links,capital,RO,biogas to gas,Euro,75.84480751902645,39.40223396708907,34784899.52075487
links,capital,RO,coal,Euro,19359544.20049989,57.54529774250701,22.889314811104875
links,capital,RO,electricity distribution grid,Euro,396777855.10058826,396777912.703154,396777932.28291047
links,capital,RO,home battery charger,Euro,182.55534313574705,50808914.13453313,136682675.72339013
links,capital,RO,lignite,Euro,458272411.978089,425999706.9092095,425999706.9092095
links,capital,RO,methanolisation,Euro,1694.1206831764373,1768.3340462103756,2663.374710310465
links,capital,RO,nuclear,Euro,870762527.3618666,870762466.3756589,870762385.5495105
links,capital,RO,process emissions CC,Euro,363.72081465653,1215.4703176182825,125408481.81605898
links,capital,RO,residential rural biomass boiler,Euro,261712820.41773137,388501575.3015704,423537008.67101824
links,capital,RO,residential rural gas boiler,Euro,161032125.97928828,20234981.797324028,20235030.532142892
links,capital,RO,residential rural ground heat pump,Euro,323.27011345484254,89034457.08899473,318933071.22717804
links,capital,RO,residential rural oil boiler,Euro,97769998.90254577,96313606.00120224,96313571.0642408
links,capital,RO,residential rural resistive heater,Euro,9497879.012584291,16874795.998260327,16875190.76562174
links,capital,RO,residential urban decentral air heat pump,Euro,227.2848385726798,994.3916169734974,24418737.34231902
links,capital,RO,residential urban decentral biomass boiler,Euro,167432149.4125694,279910385.99870694,279910619.80546296
links,capital,RO,residential urban decentral gas boiler,Euro,161032104.35749143,8133195.304994721,8133227.10519043
links,capital,RO,residential urban decentral oil boiler,Euro,66955390.1014907,65498992.91154463,65498961.64352665
links,capital,RO,residential urban decentral resistive heater,Euro,8766498.717521975,14229721.014158392,14229772.162948232
links,capital,RO,services rural biomass boiler,Euro,84454746.28780726,91215023.1712638,91218439.04825588
links,capital,RO,services rural gas boiler,Euro,32346998.771192405,5409066.791010581,5409108.569578483
links,capital,RO,services rural ground heat pump,Euro,305.4516203389703,83837121.50763816,133669380.88807295
links,capital,RO,services rural oil boiler,Euro,15820622.362575524,15820678.413200904,15820634.498806046
links,capital,RO,services rural resistive heater,Euro,3659248.487838389,4755919.083873447,4755950.964463558
links,capital,RO,services urban decentral air heat pump,Euro,222.98770155859165,184.18637048926908,1005.2546923123792
links,capital,RO,services urban decentral biomass boiler,Euro,32362906.528341662,56018995.975406714,56019161.31321615
links,capital,RO,services urban decentral gas boiler,Euro,32346988.663680702,4569013.619290639,4569042.149646521
links,capital,RO,services urban decentral oil boiler,Euro,12271707.84221524,12271748.197542854,12271718.554220924
links,capital,RO,services urban decentral resistive heater,Euro,1229600.0067956818,3272234.953350634,3468207.6137207416
links,capital,RO,solid biomass for industry CC,Euro,226.93544205684563,129.0174354393464,99285097.74765532
links,capital,RO,urban central air heat pump,Euro,160.24822235184186,101.13723809167855,40185357.605885886
links,capital,RO,urban central gas boiler,Euro,20758714.47642664,24712610.36790446,21626007.538448486
links,capital,RO,urban central resistive heater,Euro,161063.90940691374,24940973.799036644,29179758.078989327
links,capital,RO,urban central solid biomass CHP,Euro,272686057.4326468,272686479.53522134,431956237.19426405
links,capital,RO,urban central solid biomass CHP CC,Euro,251.04629236830664,148.42764542262998,1691.8559384695527
links,capital,RS,CCGT,Euro,21229324.357613225,21229266.378527924,21229244.920772724
links,capital,RS,H2 Electrolysis,Euro,107.75606079995434,135.6517707718294,19096384.193757463
