type,cost,country,carrier,units,2030,2040,2050
stores,capital,HU,services rural water tanks,Euro,3795576.521626616,3795623.584470322,3795620.3322867057
stores,capital,HU,services urban decentral water tanks,Euro,7749248.715680288,7749274.689657667,7749263.827272083
stores,capital,HU,urban central water tanks,Euro,579410.7198913229,2075418.80038177,36626159.50959797
stores,capital,IE,co2 stored,Euro,347.4418935134863,93846.5096748744,10246081.918489289
stores,capital,IE,gas,Euro,54265379.52469769,64754252.383055024,91909643.76302949
stores,capital,IE,residential rural water tanks,Euro,466314.6654340299,1388560.195751118,1994741.4737886104
stores,capital,IE,residential urban decentral water tanks,Euro,2606762.6619370244,2606807.343321184,2868428.9657369354
stores,capital,IE,services rural water tanks,Euro,459199.9383761361,622559.0469644667,753310.6708366117
stores,capital,IE,services urban decentral water tanks,Euro,1126722.588722672,1126767.7183721834,1126865.5823535323
stores,capital,IE,urban central water tanks,Euro,124687.78693792426,960643.4591442632,25928262.418464422
stores,capital,IT,H2 Store,Euro,60807.44936918155,42960.55773261962,1268325.8842056636
stores,capital,IT,battery,Euro,386.7033365570031,473.41353188286064,1469.8216940423115
stores,capital,IT,co2 stored,Euro,355.36638186928724,457316.080236997,1069117503.4914708
stores,capital,IT,gas,Euro,118249601.61680336,135907322.1173331,186221106.91053003
stores,capital,IT,home battery,Euro,541.425460517032,470763764.66309357,2178833566.6877065
stores,capital,IT,residential rural water tanks,Euro,8243869.31987023,21017230.605457883,21017556.39274422
stores,capital,IT,residential urban decentral water tanks,Euro,94495948.19264418,94495918.20546637,94495888.1666169
stores,capital,IT,services rural water tanks,Euro,7294500.471687772,9237118.752153868,10038508.292879127
stores,capital,IT,services urban decentral water tanks,Euro,46012363.01675304,46012328.384215154,46012303.95288739
stores,capital,IT,urban central water tanks,Euro,25748112.09061818,25748606.74858906,350588581.66486293
stores,capital,LT,co2 stored,Euro,170.73850088504656,454.6575139570999,203123830.5298209
stores,capital,LT,gas,Euro,55844500.69526562,65984549.70788728,92345645.96006916
stores,capital,LT,residential rural water tanks,Euro,1195561.9627024082,1195588.474795047,1195583.6510769571
stores,capital,LT,residential urban decentral water tanks,Euro,1187090.9616218149,1187118.8690512695,1187117.5098491262
stores,capital,LT,services rural water tanks,Euro,402903.28730304935,402928.7278852302,402946.8212492811
stores,capital,LT,services urban decentral water tanks,Euro,530372.0657691304,530402.0642010554,530392.7075422623
stores,capital,LT,urban central water tanks,Euro,338423.126386799,338584.4305452617,1472034.79183247
stores,capital,LU,co2 stored,Euro,225.31133502979327,464.8245687501451,29743745.099951148
stores,capital,LU,gas,Euro,55251595.38927283,65332427.42639326,92282087.07338074
stores,capital,LU,residential rural water tanks,Euro,64.08523718268012,23972.195092389265,36929.59074177628
stores,capital,LU,residential urban decentral water tanks,Euro,641506.7746897539,641533.3535116015,641529.9241416561
stores,capital,LU,services rural water tanks,Euro,64.18396841030847,27551.20233666774,33277.716542402864
stores,capital,LU,services urban decentral water tanks,Euro,762561.6481185652,762587.0725710614,762576.7522233453
stores,capital,LU,urban central water tanks,Euro,34682.92540926479,252895.3164239321,2594497.1453431514
stores,capital,LV,H2 Store,Euro,560.7390392864846,1183.39073456074,164.27747608058266
stores,capital,LV,co2 stored,Euro,169.49207798480637,580.5830691120269,293762745.20890695
stores,capital,LV,gas,Euro,53697405.88414016,65001759.66630322,91772645.00875294
stores,capital,LV,residential rural water tanks,Euro,1860282.0425708776,1860311.07213586,1860373.986548016
stores,capital,LV,residential urban decentral water tanks,Euro,1854391.478685779,1854420.0627979855,1854427.0209332872
stores,capital,LV,services rural water tanks,Euro,534180.9241144409,534210.1121408587,534292.123019007
stores,capital,LV,services urban decentral water tanks,Euro,532490.5705449445,532521.4438575985,532533.1031733679
stores,capital,LV,urban central water tanks,Euro,1789163.2918674638,1789330.3125818742,2888117.3066669377
stores,capital,ME,co2 stored,Euro,170.8527619537401,476.6671155483424,25461830.47953235
stores,capital,ME,gas,Euro,55420674.936186254,65482487.012156814,93166997.57260434
stores,capital,ME,home battery,Euro,238.1010917692379,7666173.528927342,33033995.259375554
stores,capital,ME,residential rural water tanks,Euro,130785.30830488,152049.55940237315,403232.84006296005
stores,capital,ME,residential urban decentral water tanks,Euro,110125.07475508851,345458.60179173603,345485.6491546186
stores,capital,ME,services rural water tanks,Euro,7084.965541786599,13279.668401214749,15187.516309970906
stores,capital,ME,services urban decentral water tanks,Euro,5253.913252566179,11519.021910455933,6308.906586796322
stores,capital,ME,urban central water tanks,Euro,13328.765739726288,499790.7040053119,3816172.231477489
stores,capital,MK,co2 stored,Euro,171.0615295813267,647.6638890580584,1885066.2328162552
stores,capital,MK,gas,Euro,55467604.1667292,66020494.43073011,93209955.58339705
stores,capital,MK,home battery,Euro,213.72782084225673,96793655.03111245,172648201.54223984
stores,capital,MK,residential rural water tanks,Euro,234491.3380052035,372871.7083570499,537498.7016702397
stores,capital,MK,residential urban decentral water tanks,Euro,113686.92083833336,403588.3686484184,403772.4768433776
stores,capital,MK,services rural water tanks,Euro,83509.89377730369,208080.7323032728,225396.46381804283
stores,capital,MK,services urban decentral water tanks,Euro,47007.299235973245,163111.5921919103,163134.03945291805
stores,capital,MK,urban central water tanks,Euro,120967.85751840126,471409.40671618143,14064841.276277903
stores,capital,NL,H2 Store,Euro,1223136.0405524275,1598832.950171664,2322707.5017300253
stores,capital,NL,co2 stored,Euro,243.49995447213385,563.2517311949116,138122137.56682867
stores,capital,NL,gas,Euro,56802807.40037689,67158486.43058163,92977866.6872136
stores,capital,NL,home battery,Euro,187.56849155685103,173.02544228484766,1301.3365275293525
stores,capital,NL,residential rural water tanks,Euro,152.3203127888785,700939.8302570436,1164667.327128866
stores,capital,NL,residential urban decentral water tanks,Euro,14037058.96096728,14037107.086462202,14037088.35843002
stores,capital,NL,services rural water tanks,Euro,63.96917301049992,163874.33823281468,1647069.8576776888
stores,capital,NL,services urban decentral water tanks,Euro,19382439.230907537,19382465.823067185,19382454.492821503
stores,capital,NL,urban central water tanks,Euro,2540430.170584542,5665979.33923315,44376272.94099236
stores,capital,NO,H2 Store,Euro,619059.4084170198,1401498.370125122,1401963.8134257188
stores,capital,NO,co2 stored,Euro,194.86656234348425,345.847825848921,231234242.3546878
stores,capital,NO,gas,Euro,56144683.85911803,66200564.67255624,92554632.44151044
stores,capital,NO,residential rural water tanks,Euro,243261.73309269812,243325.11001999985,767717.0434231098
stores,capital,NO,residential urban decentral water tanks,Euro,940725.0126620254,940768.8185531832,3731862.340209786
stores,capital,NO,services rural water tanks,Euro,293404.73827185837,293455.5926126268,462134.12660524173
stores,capital,NO,services urban decentral water tanks,Euro,963384.3773666682,963486.6420548112,2688974.9121250776
stores,capital,NO,urban central water tanks,Euro,612900.7781258938,1352046.7261391692,9618877.082221972
stores,capital,PL,H2 Store,Euro,1547361.292838308,2714389.176467993,64691004.32552166
stores,capital,PL,co2 stored,Euro,180.17672364302425,424.3769045605117,2384127024.622383
stores,capital,PL,gas,Euro,60393772.11880164,67857547.94613104,92569993.39893462
stores,capital,PL,home battery,Euro,164.55443996067987,304.2907871401016,42484991.04043184
stores,capital,PL,residential rural water tanks,Euro,14166924.100360963,14166990.129365675,14807166.3032566
stores,capital,PL,residential urban decentral water tanks,Euro,10598766.996664494,10869055.41124023,10869242.819552653
stores,capital,PL,services rural water tanks,Euro,8206651.49152437,8206728.425736841,8206772.817498434
stores,capital,PL,services urban decentral water tanks,Euro,8566844.899427794,8566889.718945624,8566865.10922265
stores,capital,PL,urban central water tanks,Euro,1731518.8518647014,6424532.552765191,42770338.545161456
stores,capital,PT,H2 Store,Euro,10673060.779737858,11862723.808211427,23787804.82701268
stores,capital,PT,co2 stored,Euro,181.45592474577373,2256816.512999682,106058396.02626628
stores,capital,PT,gas,Euro,57781479.222378016,66663799.52865837,93519371.76087008
stores,capital,PT,home battery,Euro,376.6036877854016,315806779.45711625,729835840.9919182
stores,capital,PT,residential rural water tanks,Euro,5901721.429652449,5901749.332429771,5901736.476596431
stores,capital,PT,residential urban decentral water tanks,Euro,1262413.4688817973,2059050.436770413,2059632.9884554215
stores,capital,PT,services rural water tanks,Euro,1319426.560935077,1558017.11798199,1558085.8581916646
stores,capital,PT,services urban decentral water tanks,Euro,1641431.279146018,1726357.1907491493,1726428.0717697158
stores,capital,PT,urban central water tanks,Euro,1748463.0425256162,3128832.2584569003,27165586.331328712
stores,capital,RO,H2 Store,Euro,713823.0769007865,1201744.9629164806,11410475.556732915
stores,capital,RO,co2 stored,Euro,178.63388117908997,450.61648827034145,897004981.6040052
stores,capital,RO,gas,Euro,55265804.7446929,66393743.666104935,93442687.55110589
stores,capital,RO,home battery,Euro,292.1515322905164,426775631.66988343,1040280119.3252256
stores,capital,RO,residential rural water tanks,Euro,14364924.779161677,14364967.881219951,14364964.748233857
stores,capital,RO,residential urban decentral water tanks,Euro,11607556.413036823,11676629.656620037,11676652.154161114
stores,capital,RO,services rural water tanks,Euro,4839622.141769962,4839652.38624845,4839661.452658204
stores,capital,RO,services urban decentral water tanks,Euro,5305439.68823248,5305466.791891547,5305455.104771991
stores,capital,RO,urban central water tanks,Euro,4172586.6269928385,5467172.668424031,20268518.861103635
stores,capital,RS,co2 stored,Euro,172.87349526489058,468.2673492103588,235820617.95746967
stores,capital,RS,gas,Euro,55118348.58038632,65714805.01450067,93597705.96723762
stores,capital,RS,home battery,Euro,227.6181289658331,56070328.57113074,354291781.9925939
stores,capital,RS,residential rural water tanks,Euro,1433824.6051447664,1433999.0644127694,3221895.715901454
stores,capital,RS,residential urban decentral water tanks,Euro,951676.405710684,952263.7997263364,2420940.696498384
stores,capital,RS,services rural water tanks,Euro,435546.0548573254,435837.31428210734,1244535.4523571872
stores,capital,RS,services urban decentral water tanks,Euro,273572.3827308264,338788.4928808136,828838.1621150518
stores,capital,RS,urban central water tanks,Euro,675611.9597470495,2801990.8462734525,22133121.4444052
stores,capital,SE,co2 stored,Euro,188.2380608886596,364.29118529680886,2819024359.7785683
stores,capital,SE,gas,Euro,56303963.85347271,66574867.743570015,92317213.8387694
stores,capital,SE,residential rural water tanks,Euro,1878535.3423104112,1878592.459363127,1878572.310167891
stores,capital,SE,residential urban decentral water tanks,Euro,2687605.4959086506,2687648.324769149,6623734.636031028
stores,capital,SE,services rural water tanks,Euro,445085.6247744226,445757.0229547317,495500.8033387282
stores,capital,SE,services urban decentral water tanks,Euro,1112106.270897624,1112214.1838658042,3162382.999999885
stores,capital,SE,urban central water tanks,Euro,1049860.8820664857,1761663.3870406093,6009003.938150131
stores,capital,SI,co2 stored,Euro,175.8608018665508,404.39234452893993,218298723.1924621
stores,capital,SI,gas,Euro,55427318.945720784,65629751.37058654,92978875.17868678
stores,capital,SI,home battery,Euro,181.16432879926944,501.94868837250806,50124666.2674932
stores,capital,SI,residential rural water tanks,Euro,1044984.7934423124,1045019.8428681012,1045435.3741574186
stores,capital,SI,residential urban decentral water tanks,Euro,786663.013748032,786727.1761271962,786999.1042995437
stores,capital,SI,services rural water tanks,Euro,1280156.0589703964,1280181.6991445518,1280183.6089991254
stores,capital,SI,services urban decentral water tanks,Euro,962408.7160965208,962434.556861848,962424.0104537606
stores,capital,SI,urban central water tanks,Euro,99488.96395838325,359758.608719364,2270690.5534970537
stores,capital,SK,co2 stored,Euro,178.74780785355767,360.63311075057646,445534348.455674
stores,capital,SK,gas,Euro,54470487.655228995,65257766.63917063,92662596.96875577
stores,capital,SK,home battery,Euro,201.61727669155928,684.4883793516807,102726352.1379238
stores,capital,SK,residential rural water tanks,Euro,1502266.8568405956,1502359.8828782346,1502474.7546351023
stores,capital,SK,residential urban decentral water tanks,Euro,1243109.75473697,1383954.3315823926,1384202.7930436945
stores,capital,SK,services rural water tanks,Euro,1738689.3951234212,1738751.741274422,1738726.236923613
stores,capital,SK,services urban decentral water tanks,Euro,1767843.023216711,1767874.0277554763,1767861.980508877
stores,capital,SK,urban central water tanks,Euro,511301.54129445937,655401.6473965092,3882029.8359739934
stores,fuel,AL,solid biomass,Euro,25441410.937287617,25441410.9464431,25441410.9491068
stores,fuel,AT,solid biomass,Euro,457132964.1147523,457132964.12253696,457132964.1250824
stores,fuel,BA,solid biomass,Euro,30546772.161490012,30546772.169420443,30546772.1721567
stores,fuel,BE,solid biomass,Euro,259542366.91739327,259542366.91859436,259542366.91919613
stores,fuel,BG,solid biomass,Euro,291469871.1771825,291469871.1954704,291469871.1983859
stores,fuel,CH,solid biomass,Euro,219918442.3502643,219918442.35810876,219918442.3606265
stores,fuel,CZ,solid biomass,Euro,427659918.03299224,427659918.0377205,427659918.0404632
stores,fuel,DE,solid biomass,Euro,2359015175.1996565,2359015175.2028055,2359015175.2054596
stores,fuel,DK,solid biomass,Euro,196330885.2235459,196330885.24034518,196330885.24511474
stores,fuel,EE,solid biomass,Euro,144569085.7534994,144569085.76133215,144569085.7638256
stores,fuel,ES,solid biomass,Euro,872066923.9854965,872066924.0052994,872066924.0098114
stores,fuel,FI,solid biomass,Euro,598629348.0889075,598629348.0905473,598629348.0910966
stores,fuel,FR,solid biomass,Euro,1767397591.5202663,1767397591.5304513,1767397591.5332909
stores,fuel,GB,solid biomass,Euro,482778987.47573465,482778987.47732127,482778987.4777555
stores,fuel,GR,solid biomass,Euro,112187138.31998904,112187138.32835571,112187138.33104569
stores,fuel,HR,solid biomass,Euro,92404555.9138979,92404555.92361704,92404555.92656916
stores,fuel,HU,solid biomass,Euro,363460776.0322353,363460776.0424104,363460776.04541576
