Generator,year,carrier,bus,capital_cost,marginal_cost,p_nom_opt,build_year,p_nom,cf,p_tot,p_nom_max,LCOE,opex,capex,totex
FR1 11 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.22552860044074477,49542.735076512414,inf,62.853499311695955,743.1410261476864,4215843.202302728,4216586.3433288755
FR1 10 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.20020978633567785,43980.853801998106,inf,62.853499311695955,659.7128070299717,4215843.202302728,4216502.915109758
FR1 1 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.18846199820902126,41400.172000414976,inf,62.853499311695955,621.0025800062248,4215843.202302728,4216464.204882734
FR1 0 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.010757713698695224,2363.188344014298,inf,62.853499311695955,35.44782516021448,4215843.202302728,4215878.650127888
FI2 4 onwind-2005,2030,onwind,FI1 0,168116.44671759344,0.015000000000000003,8.8,2005,8.8,0.20132131763277245,15519.45773367516,inf,62.853499311695955,232.79186600512745,1479424.7311148224,1479657.5229808276
FI2 3 onwind-2005,2030,onwind,FI1 0,168116.44671759344,0.015000000000000003,8.8,2005,8.8,0.21289199569376038,16411.418164040606,inf,62.853499311695955,246.17127246060915,1479424.7311148224,1479670.902387283
FI2 2 onwind-2005,2030,onwind,FI1 0,168116.44671759344,0.015000000000000003,8.8,2005,8.8,0.219079319555035,16888.38658585854,inf,62.853499311695955,253.32579878787817,1479424.7311148224,1479678.0569136103
FI2 1 onwind-2005,2030,onwind,FI1 0,168116.44671759344,0.015000000000000003,8.8,2005,8.8,0.24170730318470773,18632.732587902756,inf,62.853499311695955,279.4909888185414,1479424.7311148224,1479704.222103641
FI2 0 onwind-2005,2030,onwind,FI1 0,168116.44671759344,0.015000000000000003,8.8,2005,8.8,0.23837912927981936,18376.170317922715,inf,62.853499311695955,275.6425547688408,1479424.7311148224,1479700.3736695913
ES4 0 onwind-2005,2030,onwind,ES3 0,168116.44671759344,0.015000000000000003,701.4173996152393,2005,701.4173996152393,0.21954644261149145,1348984.7670728397,inf,62.853499311695955,20234.7715060926,117919800.88920833,117940035.66071442
ES1 9 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.18308450002932927,864901.0869444961,inf,62.853499311695955,12973.516304167444,90661095.0920671,90674068.60837126
FR1 18 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.28126692280455173,61786.986728332806,inf,62.853499311695955,926.8048009249923,4215843.202302728,4216770.007103653
ES1 8 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.12571055518135482,593863.4663192802,inf,62.853499311695955,8907.951994789204,90661095.0920671,90670003.04406188
FR1 19 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.31481122593494365,69155.79281353652,inf,62.853499311695955,1037.3368922030481,4215843.202302728,4216880.539194931
FR1 20 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.17864316575574724,39243.23131066405,inf,62.853499311695955,588.6484696599608,4215843.202302728,4216431.850772387
GB0 12 onwind-2005,2030,onwind,GB4 0,168116.44671759344,0.015000000000000003,48.359155007473724,2005,48.359155007473724,0.3116954859593403,132042.37360878527,inf,62.853499311695955,1980.6356041317795,8129969.306121798,8131949.94172593
GB0 11 onwind-2005,2030,onwind,GB4 0,168116.44671759344,0.015000000000000003,48.359155007473724,2005,48.359155007473724,0.43990454334847207,186355.089122459,inf,62.853499311695955,2795.3263368368857,8129969.306121798,8132764.632458635
GB0 10 onwind-2005,2030,onwind,GB4 0,168116.44671759344,0.015000000000000003,48.359155007473724,2005,48.359155007473724,0.35562039586977734,150650.116185727,inf,62.853499311695955,2259.7517427859057,8129969.306121798,8132229.057864584
GB0 1 onwind-2005,2030,onwind,GB4 0,168116.44671759344,0.015000000000000003,48.359155007473724,2005,48.359155007473724,0.36324030501362864,153878.10932441705,inf,62.853499311695955,2308.171639866256,8129969.306121798,8132277.477761664
GB0 0 onwind-2005,2030,onwind,GB4 0,168116.44671759344,0.015000000000000003,48.359155007473724,2005,48.359155007473724,0.3352199686875437,142007.96078368596,inf,62.853499311695955,2130.11941175529,8129969.306121798,8132099.425533554
FR1 9 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.17672166462645617,38821.127767203725,inf,62.853499311695955,582.316916508056,4215843.202302728,4216425.5192192355
FR1 8 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.23430250057994814,51470.13146586098,inf,62.853499311695955,772.0519719879148,4215843.202302728,4216615.254274716
FR1 7 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.28778585003829316,63219.02454656584,inf,62.853499311695955,948.2853681984877,4215843.202302728,4216791.487670926
FR1 6 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.15707418800910383,34505.09101145218,inf,62.853499311695955,517.5763651717829,4215843.202302728,4216360.7786679
FR1 5 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.21908178054224042,48126.53735394681,inf,62.853499311695955,721.8980603092024,4215843.202302728,4216565.100363037
FR1 4 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.2796627516772313,61434.5922869054,inf,62.853499311695955,921.5188843035811,4215843.202302728,4216764.721187032
FR1 3 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.37855961641337854,83159.64693605155,inf,62.853499311695955,1247.3947040407734,4215843.202302728,4217090.597006769
FR1 25 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.13210597314333838,29020.227220293844,inf,62.853499311695955,435.30340830440775,4215843.202302728,4216278.505711032
FR1 24 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.20583014184968104,45215.49891451116,inf,62.853499311695955,678.2324837176676,4215843.202302728,4216521.434786445
FR1 23 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.06579487972265392,14453.414285905092,inf,62.853499311695955,216.8012142885764,4215843.202302728,4216060.003517017
FR1 22 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.22388672853869826,49182.058760897926,inf,62.853499311695955,737.730881413469,4215843.202302728,4216580.933184141
FR1 21 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.2732895072450634,60034.557170012486,inf,62.853499311695955,900.5183575501875,4215843.202302728,4216743.720660278
FR1 2 onwind-2005,2030,onwind,FR0 0,168116.44671759344,0.015000000000000003,25.076923076923077,2005,25.076923076923077,0.2608836411975793,57309.312860492224,inf,62.853499311695955,859.6396929073835,4215843.202302728,4216702.841995635
CZ1 2 onwind-2005,2030,onwind,CZ0 0,168116.44671759344,0.015000000000000003,7.333333333333333,2005,7.333333333333333,0.19107986410587854,12274.97047016164,inf,62.853499311695955,184.12455705242462,1232853.9425956851,1233038.0671527376
ES1 7 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.15946501539318128,753321.3632016304,inf,62.853499311695955,11299.820448024459,90661095.0920671,90672394.91251512
ES1 5 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.2954416165760071,1395682.186445566,inf,62.853499311695955,20935.232796683493,90661095.0920671,90682030.32486378
DE1 24 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.16017993735428446,609028.6064685564,inf,62.853499311695955,9135.42909702835,72968542.03424689,72977677.46334392
DE1 23 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.16180831667867362,615219.9535692951,inf,62.853499311695955,9228.299303539428,72968542.03424689,72977770.33355044
DE1 22 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.18218330871225755,692688.7877440491,inf,62.853499311695955,10390.331816160739,72968542.03424689,72978932.36606306
DE1 21 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.2573508003740126,978487.080930053,inf,62.853499311695955,14677.306213950798,72968542.03424689,72983219.34046084
DE1 20 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.1009681422647307,383896.3105922523,inf,62.853499311695955,5758.444658883785,72968542.03424689,72974300.47890578
DE1 2 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.14868291984892815,565315.1885119446,inf,62.853499311695955,8479.727827679171,72968542.03424689,72977021.76207457
DE1 19 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.21066980856433398,800998.8145466212,inf,62.853499311695955,12014.98221819932,72968542.03424689,72980557.0164651
DE1 18 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.13033683748883804,495560.5790491499,inf,62.853499311695955,7433.4086857372495,72968542.03424689,72975975.44293264
DE1 17 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.17935996761951054,681954.0133415723,inf,62.853499311695955,10229.310200123586,72968542.03424689,72978771.34444702
DE1 16 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.1957970961792309,744450.4886581376,inf,62.853499311695955,11166.757329872067,72968542.03424689,72979708.79157676
DE1 15 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.32870105710510783,1249771.663418063,inf,62.853499311695955,18746.574951270948,72968542.03424689,72987288.60919817
DE1 14 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.2066194866162633,785598.871379416,inf,62.853499311695955,11783.983070691242,72968542.03424689,72980326.01731758
DE1 13 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.2410516088766106,916515.0634090874,inf,62.853499311695955,13747.725951136314,72968542.03424689,72982289.76019803
DE1 12 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.18767259203319495,713559.8820064178,inf,62.853499311695955,10703.398230096269,72968542.03424689,72979245.43247698
DE1 11 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.23629894170025648,898444.6963254635,inf,62.853499311695955,13476.670444881955,72968542.03424689,72982018.70469177
DE1 10 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.09060055637277453,344477.16427147714,inf,62.853499311695955,5167.157464072158,72968542.03424689,72973709.19171096
DE1 1 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.23850313036771933,906825.3585651394,inf,62.853499311695955,13602.380378477093,72968542.03424689,72982144.41462536
DE1 25 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.13585973555299896,516559.481703508,inf,62.853499311695955,7748.392225552621,72968542.03424689,72976290.42647244
ES1 6 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.1863392175763688,880276.548786874,inf,62.853499311695955,13204.148231803114,90661095.0920671,90674299.2402989
DE1 26 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.2106118309094219,800778.3746403467,inf,62.853499311695955,12011.675619605203,72968542.03424689,72980553.7098665
DE1 3 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.1468486977612458,558341.1957606287,inf,62.853499311695955,8375.117936409431,72968542.03424689,72976917.1521833
ES1 4 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.10061338447978173,475303.0736287748,inf,62.853499311695955,7129.5461044316235,90661095.0920671,90668224.63817152
ES1 3 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.11980339462949208,565957.7201679496,inf,62.853499311695955,8489.365802519245,90661095.0920671,90669584.45786962
ES1 2 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.15524907412863392,733405.0284948855,inf,62.853499311695955,11001.075427423286,90661095.0920671,90672096.16749452
ES1 12 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.1554960862095414,734571.9269337544,inf,62.853499311695955,11018.578904006317,90661095.0920671,90672113.6709711
ES1 11 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.2270467465745016,1072581.1189261784,inf,62.853499311695955,16088.71678389268,90661095.0920671,90677183.80885099
ES1 10 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.19789005986393368,934843.3529021265,inf,62.853499311695955,14022.6502935319,90661095.0920671,90675117.74236062
ES1 1 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.11660028261631891,550826.0456605246,inf,62.853499311695955,8262.39068490787,90661095.0920671,90669357.482752
ES1 0 onwind-2005,2030,onwind,ES0 0,168116.44671759344,0.015000000000000003,539.2755846449816,2005,539.2755846449816,0.1992695347337832,941360.0668465309,inf,62.853499311695955,14120.401002697967,90661095.0920671,90675215.4930698
EE6 0 onwind-2005,2030,onwind,EE2 0,168116.44671759344,0.015000000000000003,31.0,2005,31.0,0.29216056532234563,79339.12311893617,inf,62.853499311695955,1190.0868467840428,5211609.848245396,5212799.93509218
DK2 0 onwind-2005,2030,onwind,DK1 0,168116.44671759344,0.015000000000000003,184.7040496299491,2005,184.7040496299491,0.41360199913842083,669211.1261809632,inf,62.853499311695955,10038.166892714451,31051788.518137075,31061826.68502979
DK1 0 onwind-2005,2030,onwind,DK0 0,168116.44671759344,0.015000000000000003,179.7159503700505,2005,179.7159503700505,0.38847626531052176,611582.7394564375,inf,62.853499311695955,9173.741091846565,30213206.994688265,30222380.735780112
DE1 9 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.104969825453975,399111.32176361803,inf,62.853499311695955,5986.669826454272,72968542.03424689,72974528.70407334
DE1 8 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.3392916794002266,1290038.8282363699,inf,62.853499311695955,19350.58242354555,72968542.03424689,72987892.61667044
DE1 7 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.271706248213017,1033068.687946689,inf,62.853499311695955,15496.030319200338,72968542.03424689,72984038.06456609
DE1 6 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.14472431300365454,550263.9601848822,inf,62.853499311695955,8253.959402773235,72968542.03424689,72976795.99364966
DE1 5 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.27574614922929674,1048429.0091383114,inf,62.853499311695955,15726.435137074674,72968542.03424689,72984268.46938397
DE1 4 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.19679658004412223,748250.6790907023,inf,62.853499311695955,11223.760186360538,72968542.03424689,72979765.79443325
DE1 27 onwind-2005,2030,onwind,DE0 0,168116.44671759344,0.015000000000000003,434.0357142857143,2005,434.0357142857143,0.23489096207424828,893091.3425676376,inf,62.853499311695955,13396.370138514567,72968542.03424689,72981938.4043854
FR1 24 onwind-2000,2030,onwind,FR0 0,168116.44671759344,0.015,1.4615384615384615,2000,1.4615384615384615,0.20620417988176953,2640.047976886286,inf,62.853499311695955,39.60071965329429,245708.65289494424,245748.25361459755
FR1 23 onwind-2000,2030,onwind,FR0 0,168116.44671759344,0.015,1.4615384615384615,2000,1.4615384615384615,0.06572310791802588,841.4580062981714,inf,62.853499311695955,12.621870094472571,245708.65289494424,245721.27476503872
FR1 22 onwind-2000,2030,onwind,FR0 0,168116.44671759344,0.015,1.4615384615384615,2000,1.4615384615384615,0.22422614330847448,2870.7845609432693,inf,62.853499311695955,43.061768414149036,245708.65289494424,245751.7146633584
NL1 4 onwind-2030,2030,onwind,NL0 0,168116.44671759347,0.015,0.00275877802337021,2030,732.4695212288825,0.23877084705401716,5.770350105553224,7136.488956877751,62.853499311695955,0.08655525158329835,463.7959585715858,463.8825138231691
NL1 3 onwind-2030,2030,onwind,NL0 0,168116.44671759347,0.015,1620.6805071374024,2030,352.53160859418915,0.41735144364366245,5925205.740209095,1620.6805755692,62.853499311695955,88878.08610313642,272463048.1244075,272551926.2105106
NL1 2 onwind-2030,2030,onwind,NL0 0,168116.44671759347,0.015,0.002081757916144786,2030,526.8058321299186,0.21276535450882839,3.8800314186237217,5303.4349626572,62.853499311695955,0.05820047127935582,349.97774378848334,350.0359442597627
NL1 1 onwind-2030,2030,onwind,NL0 0,168116.44671759347,0.015000000000000001,0.047177995892930605,2030,700.6637975867934,0.31861028257514135,131.67501672031318,5675.966416563573,62.853499311695955,1.975125250804698,7931.397032776712,7933.372158027517
NL1 0 onwind-2030,2030,onwind,NL0 0,168116.44671759347,0.015,6023.48847409981,2030,803.0570636845421,0.3575333788524531,18865520.11482372,6023.488997149108,62.853499311695955,282982.8017223558,1012647479.1100392,1012930461.9117616
MK1 0 onwind-2030,2030,onwind,MK0 0,168116.44671759347,0.015,0.00041644408492138657,2030,37.0,0.01648257067930303,0.06012924499796317,55524.218330256976,62.853499311695955,0.0009019386749694475,70.01109981354325,70.01200175221823
ME1 0 onwind-2030,2030,onwind,ME0 0,168116.44671759347,0.015,0.00048387238181738933,2030,118.0,0.024282326030911197,0.10292603112995613,31346.057765987884,62.853499311695955,0.0015438904669493418,81.34690549591818,81.34844938638513
LV6 0 onwind-2030,2030,onwind,LV2 0,168116.44671759347,0.015000000000000005,0.004189270885487271,2030,77.82085153631985,0.23049306382492832,8.458637442715537,124593.93579169322,62.853499311695955,0.12687956164073308,704.2853356055865,704.4122151672273
LU1 0 onwind-2030,2030,onwind,LU0 0,168116.44671759347,0.015000000000000005,0.0013778020545633682,2030,219.49002908059117,0.1702431160226721,2.054757119674253,2365.711168003723,62.853499311695955,0.030821356795113806,231.6311856933933,231.6620070501884
LT6 0 onwind-2030,2030,onwind,LT2 0,168116.44671759347,0.015000000000000006,0.002890392248171916,2030,539.0,0.20402945996353924,5.165992484621288,106156.0509423178,62.853499311695955,0.07748988726931935,485.92247438273915,485.9999642700085
IT3 0 onwind-2030,2030,onwind,IT6 0,168116.44671759347,0.015,0.001578300399679409,2030,2275.2608729328363,0.15451906618075797,2.1363669342619316,44528.79869515279,62.853499311695955,0.03204550401392897,265.3382550470599,265.3703005510738
IT1 9 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015000000000000003,0.0005931424035821493,2030,181.5087573095979,0.0475452458833272,0.247041648457955,16682.202682103205,62.853499311695955,0.003705624726869326,99.71699328776373,99.72069891249059
IT1 8 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015000000000000003,0.0007917540934946523,2030,753.4492363465986,0.062492996667749566,0.43343679271560026,38713.904439016565,62.853499311695955,0.006501551890734005,133.10688487243024,133.11338642432096
IT1 7 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015000000000000006,0.0008024350859923652,2030,724.3822957445178,0.0614322484123422,0.43182762986816847,30997.92102575816,62.853499311695955,0.00647741444802253,134.90253537856302,134.90901279301104
IT1 6 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015,0.0004355480871200561,2030,91.31552850871365,0.019045776450912738,0.07266727914798257,10855.822182255912,62.853499311695955,0.0010900091872197385,73.22279678126867,73.2238867904559
IT1 5 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015,0.0008451432719934525,2030,451.75074491312756,0.06377369603625668,0.47214569278433305,15889.698587737676,62.853499311695955,0.007082185391764996,142.08248385481986,142.08956604021162
IT1 4 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015000000000000001,0.0006442968343138345,2030,226.6127586551625,0.048098602705358984,0.2714704505319191,21181.29592244759,62.853499311695955,0.004072056757978787,108.31689441623591,108.32096647299389
NL1 5 onwind-2030,2030,onwind,NL0 0,168116.44671759347,0.015,6598.573244901496,2030,984.4721767756744,0.40281616761537536,23284184.99946741,6598.573417688656,62.853499311695955,349262.77499201114,1109328687.3386202,1109677950.1136122
IT1 3 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015000000000000001,0.0009732076331177293,2030,702.3881911919643,0.10454743393424326,0.891298119974451,19009.97431172359,62.853499311695955,0.013369471799616766,163.61220919819198,163.6255786699916
NO2 0 onwind-2030,2030,onwind,NO1 0,168116.44671759347,0.015,0.00109683760551378,2030,460.0550302506268,0.09153181740822297,0.8794649254449918,118514.2812996882,62.853499311695955,0.013191973881674876,184.3964408652102,184.40963283909187
NO2 2 onwind-2030,2030,onwind,NO1 0,168116.44671759347,0.015,0.001202092726987452,2030,470.8387855834689,0.10260093075861369,1.0804218939883565,105139.59647256811,62.853499311695955,0.016206328409825346,202.09155788619262,202.10776421460244
RO1 0 onwind-2030,2030,onwind,RO0 0,168116.44671759347,0.015000000000000001,0.001051390573600842,2030,644.0388869097685,0.08459966455502808,0.7791782590242401,63009.79522483025,62.853499311695955,0.011687673885363603,176.756047346146,176.76773502003138
PT1 2 onwind-2030,2030,onwind,PT0 0,168116.44671759347,0.015000000000000003,0.0019760560978975593,2030,2133.4883134905604,0.17080461070517225,2.9566707545888553,44569.70856744484,62.853499311695955,0.04435006131883284,332.20752969317067,332.2518797544895
PT1 1 onwind-2030,2030,onwind,PT0 0,168116.44671759347,0.015,0.0016303584986403156,2030,1539.3394766320293,0.149590219598239,2.1364386079186306,33098.47855845008,62.853499311695955,0.03204657911877946,274.0900776672403,274.1221242463591
PT1 0 onwind-2030,2030,onwind,PT0 0,168116.44671759347,0.015000000000000001,0.001113169946684825,2030,1540.8128851957085,0.09083894448351787,0.8858040429715808,51584.718333477555,62.853499311695955,0.013287060644573712,187.14217602946573,187.15546309011032
PL1 8 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015,0.0029289509485457667,2030,937.7877648902524,0.2142438954780415,5.496986381313615,49507.6026688172,62.853499311695955,0.08245479571970422,492.40482607963924,492.4872808753589
PL1 7 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015,0.005566585119132046,2030,586.8683235369292,0.2609149140475034,12.723068482372895,27048.24625694306,62.853499311695955,0.1908460272355934,935.8345105795113,936.0253566067469
PL1 6 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015,0.0025036506510060282,2030,855.9023113579857,0.1989838761871407,4.364110333723386,47779.56383078809,62.853499311695955,0.06546165500585079,420.90485126932316,420.970312924329
PL1 5 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015000000000000006,0.002082969814268769,2030,717.9445259665873,0.18317108193514506,3.34228895037644,42417.70409348596,62.853499311695955,0.050134334255646625,350.18148379487104,350.2316181291267
PL1 4 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015000000000000006,0.0022215009253327353,2030,961.0463806907835,0.1840605079761041,3.5818815577664864,57668.823512334784,62.853499311695955,0.05372822336649732,373.47084194678536,373.52457017015183
PL1 3 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015,10839.325196554197,2030,276.7307140160756,0.3116888662127301,29595633.55377949,10839.327351720687,62.853499311695955,443934.50330669235,1822268836.861172,1822712771.3644786
PL1 2 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015000000000000001,0.002092514868807545,2030,542.947903232605,0.18131378602476822,3.323559708227166,34084.06021899018,62.853499311695955,0.049853395623407494,351.7861644476558,351.8360178432792
PL1 1 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015000000000000005,0.0029231728570144216,2030,924.2138470673203,0.2122678271409242,5.435541024270222,49383.87938832385,62.853499311695955,0.08153311536405336,491.4334338625805,491.51496697794454
PL1 0 onwind-2030,2030,onwind,PL0 0,168116.44671759347,0.015,0.0026708125139712586,2030,463.24822924145974,0.2117340118202737,4.9537961920096265,24525.09034229304,62.853499311695955,0.07430694288014439,449.00750969773094,449.08181664061107
NO2 6 onwind-2030,2030,onwind,NO1 0,168116.44671759347,0.015,0.0011906802149731109,2030,241.32217381521798,0.10471554747900232,1.092220719909931,47450.03538919685,62.853499311695955,0.016383310798648965,200.17292691821973,200.1893102290184
NO2 5 onwind-2030,2030,onwind,NO1 0,168116.44671759347,0.015000000000000001,0.002693099990941517,2030,302.4282708840899,0.20227298346468023,4.771934400643248,45958.511258614635,62.853499311695955,0.07157901600964874,452.75440113227097,452.8259801482806
NO2 4 onwind-2030,2030,onwind,NO1 0,168116.44671759347,0.015,0.002719326737807351,2030,496.2811188625544,0.20436892433749898,4.868333911672304,60450.86968149613,62.853499311695955,0.07302500867508455,457.1635486243168,457.23657363299185
NO2 3 onwind-2030,2030,onwind,NO1 0,168116.44671759347,0.015,0.0017122801724310153,2030,485.8952204921436,0.15315094659683798,2.297199004202029,70108.59140261529,62.853499311695955,0.03445798506303043,287.8624583740905,287.8969163591536
NO2 1 onwind-2030,2030,onwind,NO1 0,168116.44671759347,0.015,0.0017516735129582928,2030,745.2458213033342,0.14251688548753924,2.1868731482906143,115914.78112151417,62.853499311695955,0.032803097224359215,294.48512680787263,294.517929905097
RO1 1 onwind-2030,2030,onwind,RO0 0,168116.44671759347,0.015000000000000001,0.0013677924467500658,2030,1788.4986668086992,0.10792123079235813,1.2930972762586008,132348.80148781982,62.853499311695955,0.019396459143879014,229.94840599478425,229.96780245392813
IT1 2 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015,0.000651195691038267,2030,255.26064812234705,0.037532778262975956,0.21410476726329136,19020.7470086798,62.853499311695955,0.0032115715089493704,109.47670569516127,109.47991726667023
IT1 15 onwind-2030,2030,onwind,IT0 0,168116.44671759347,0.015,0.0010596400564813063,2030,1214.8039320298749,0.09412456522121311,0.8737062781598137,33435.466617524304,62.853499311695955,0.013105594172397206,178.14292109526727,178.15602668943967
